title,page_url,sektor,subsektor,jenis_regulasi,nomor_regulasi,tanggal_berlaku,filename,file_url,new_filename,pages,page_range
Perubahan atas POJK tentang Kesehatan Keuangan Perusahaan Asuransi dan Perusahaan Reasuransi dengan Prinsip Syariah,https://www.ojk.go.id/id/regulasi/Pages/Perubahan-atas-POJK-tentang-Kesehatan-Keuangan-Perusahaan-Asuransi-dan-Perusahaan-Reasuransi-dengan-Prinsip-Syariah.aspx,IKNB,"IKNB Syariah,  Asuransi",Peraturan OJK,28/POJK.05/2018,10 Desember 2018,Perubahan-atas-POJK-tentang-Kesehatan-Keuangan-Perusahaan-Asuransi-dan-Perusahaan-Reasuransi-dengan-Prinsip-Syariah -- pojk 28-2018.pdf,https://www.ojk.go.id/id/regulasi/Documents/Pages/Perubahan-atas-POJK-tentang-Kesehatan-Keuangan-Perusahaan-Asuransi-dan-Perusahaan-Reasuransi-dengan-Prinsip-Syariah/pojk%2028-2018.pdf,ojk-peraturan_ojk-28_pojk_05_2018-10122018-perubahan_atas_pojk_tentang_kesehatan_keuangan_perusahaan_asuransi_dan_perusahaan_reasuransi_dengan_prinsip_syariah.pdf,16,16-20
Perubahan atas POJK tentang Kesehatan Keuangan Perusahaan Asuransi dan Perusahaan Reasuransi,https://www.ojk.go.id/id/regulasi/Pages/Perubahan-atas-POJK-tentang-Kesehatan-Keuangan-Perusahaan-Asuransi-dan-Perusahaan-Reasuransi.aspx,IKNB,Asuransi,Peraturan OJK,27/POJK.05/2018,10 Desember 2018,Perubahan-atas-POJK-tentang-Kesehatan-Keuangan-Perusahaan-Asuransi-dan-Perusahaan-Reasuransi -- pojk 27-2018.pdf,https://www.ojk.go.id/id/regulasi/Documents/Pages/Perubahan-atas-POJK-tentang-Kesehatan-Keuangan-Perusahaan-Asuransi-dan-Perusahaan-Reasuransi/pojk%2027-2018.pdf,ojk-peraturan_ojk-27_pojk_05_2018-10122018-perubahan_atas_pojk_tentang_kesehatan_keuangan_perusahaan_asuransi_dan_perusahaan_reasuransi.pdf,15,11-15
Perubahan Kedua POJK tentang Tata Cara Penagihan Sanksi Administratif Berupa Denda di Sektor Jasa Keuangan,https://www.ojk.go.id/id/regulasi/Pages/Perubahan-Kedua-POJK-tentang-Tata-Cara-Penagihan-Sanksi-Administratif-Berupa-Denda-di-Sektor-Jasa-Keuangan.aspx,IKNB,Sanksi,Peraturan OJK,26/POJK.02/2018,10 Desember 2018,Perubahan-Kedua-POJK-tentang-Tata-Cara-Penagihan-Sanksi-Administratif-Berupa-Denda-di-Sektor-Jasa-Keuangan -- pojk 26-2018.pdf,https://www.ojk.go.id/id/regulasi/Documents/Pages/Perubahan-Kedua-POJK-tentang-Tata-Cara-Penagihan-Sanksi-Administratif-Berupa-Denda-di-Sektor-Jasa-Keuangan/pojk%2026-2018.pdf,ojk-peraturan_ojk-26_pojk_02_2018-10122018-perubahan_kedua_pojk_tentang_tata_cara_penagihan_sanksi_administratif_berupa_denda_di_sektor_jasa_keuangan.pdf,6,6-10
Perubahan atas POJK Nomor 3/POJK.02/2014 tentang Tata Cara Pelaksanaan Pungutan oleh Otoritas Jasa Keuangan,https://www.ojk.go.id/id/regulasi/Pages/Perubahan-POJK-Nomor-3-POJK.02-2014-tentang-Tata-Cara-Pelaksanaan-Pungutan-oleh-OJK.aspx,"Perbankan,  Pasar Modal,  IKNB,  Syariah,  EPK",Peraturan Lainnya,Peraturan OJK,22/POJK.02/2018,10 Desember 2018,Perubahan-POJK-Nomor-3-POJK.02-2014-tentang-Tata-Cara-Pelaksanaan-Pungutan-oleh-OJK -- pojk 22-2018.pdf,https://www.ojk.go.id/id/regulasi/Documents/Pages/Perubahan-POJK-Nomor-3-POJK.02-2014-tentang-Tata-Cara-Pelaksanaan-Pungutan-oleh-OJK/pojk%2022-2018.pdf,ojk-peraturan_ojk-22_pojk_02_2018-10122018-perubahan_atas_pojk_nomor_3_pojk_02_2014_tentang_tata_cara_pelaksanaan_pungutan_oleh_otoritas_jasa_keuangan.pdf,15,11-15
Waktu Penyelesaian Transaksi Bursa,https://www.ojk.go.id/id/regulasi/Pages/Waktu-Penyelesaian-Transaksi-Bursa.aspx,Pasar Modal,Bursa Efek,Peraturan OJK,21/POJK.04/2018,21 November 2018,Waktu-Penyelesaian-Transaksi-Bursa -- pojk 21-2018.pdf,https://www.ojk.go.id/id/regulasi/Documents/Pages/Waktu-Penyelesaian-Transaksi-Bursa/pojk%2021-2018.pdf,ojk-peraturan_ojk-21_pojk_04_2018-21112018-waktu_penyelesaian_transaksi_bursa.pdf,14,11-15
Perubahan POJK tentang Penilaian Kualitas Aset Bank Umum Syariah dan Unit Usaha Syariah,https://www.ojk.go.id/id/regulasi/Pages/Perubahan-POJK-tentang-Penilaian-Kualitas-Aset-Bank-Umum-Syariah-dan-Unit-Usaha-Syariah.aspx,Perbankan,Perbankan Syariah,Peraturan OJK,19/POJK.03/2018,20 September 2018,Perubahan-POJK-tentang-Penilaian-Kualitas-Aset-Bank-Umum-Syariah-dan-Unit-Usaha-Syariah -- pojk 19-2018.pdf,https://www.ojk.go.id/id/regulasi/Documents/Pages/Perubahan-POJK-tentang-Penilaian-Kualitas-Aset-Bank-Umum-Syariah-dan-Unit-Usaha-Syariah/pojk%2019-2018.pdf,ojk-peraturan_ojk-19_pojk_03_2018-20092018-perubahan_pojk_tentang_penilaian_kualitas_aset_bank_umum_syariah_dan_unit_usaha_syariah.pdf,20,16-20
Layanan Pengaduan Konsumen di Sektor Jasa Keuangan,https://www.ojk.go.id/id/regulasi/Pages/Layanan-Pengaduan-Konsumen-di-Sektor-Jasa-Keuangan.aspx,EPK,Peraturan Lainnya,Peraturan OJK,18/POJK.07/2018,10 September 2018,Layanan-Pengaduan-Konsumen-di-Sektor-Jasa-Keuangan -- POJK 18-2018 (1).pdf,https://www.ojk.go.id/id/regulasi/Documents/Pages/Layanan-Pengaduan-Konsumen-di-Sektor-Jasa-Keuangan/POJK%2018-2018%20(1).pdf,ojk-peraturan_ojk-18_pojk_07_2018-10092018-layanan_pengaduan_konsumen_di_sektor_jasa_keuangan.pdf,35,31-35
Perubahan atas POJK Nomor 6/POJK.03/2016 tentang Kegiatan Usaha dan Jaringan Kantor Berdasarkan Modal Inti Bank,https://www.ojk.go.id/id/regulasi/Pages/Perubahan-POJK-Nomor-6-POJK.03-2016-tentang-Kegiatan-Usaha-dan-Jaringan-Kantor-Berdasarkan-Modal-Inti-Bank.aspx,Perbankan,Bank Umum,Peraturan OJK,17/POJK.03/2018,16 Agustus 2018,Perubahan-POJK-Nomor-6-POJK.03-2016-tentang-Kegiatan-Usaha-dan-Jaringan-Kantor-Berdasarkan-Modal-Inti-Bank -- POJK 17-2018.pdf,https://www.ojk.go.id/id/regulasi/Documents/Pages/Perubahan-POJK-Nomor-6-POJK.03-2016-tentang-Kegiatan-Usaha-dan-Jaringan-Kantor-Berdasarkan-Modal-Inti-Bank/POJK%2017-2018.pdf,ojk-peraturan_ojk-17_pojk_03_2018-16082018-perubahan_atas_pojk_nomor_6_pojk_03_2016_tentang_kegiatan_usaha_dan_jaringan_kantor_berdasarkan_modal_inti_bank.pdf,9,6-10
Perubahan POJK Nomor 44/POJK.03/2017 tentang Pembatasan Pemberian Kredit atau Pembiayaan oleh Bank Umum untuk Pengadaan Tanah dan/atau Pengolahan Tanah,https://www.ojk.go.id/id/regulasi/Pages/Perubahan-POJK-Pembatasan-Pemberian-Kredit-Pembiayaan-oleh-Bank-Umum-untuk-Pengadaan-Tanah-dan-atau-Pengolahan-Tanah.aspx,Perbankan,Bank Umum,Peraturan OJK,16/POJK.03/2018,16 Agustus 2018,Perubahan-POJK-Pembatasan-Pemberian-Kredit-Pembiayaan-oleh-Bank-Umum-untuk-Pengadaan-Tanah-dan-atau-Pengolahan-Tanah -- POJK 16-2018.pdf,https://www.ojk.go.id/id/regulasi/Documents/Pages/Perubahan-POJK-Pembatasan-Pemberian-Kredit-Pembiayaan-oleh-Bank-Umum-untuk-Pengadaan-Tanah-dan-atau-Pengolahan-Tanah/POJK%2016-2018.pdf,ojk-peraturan_ojk-16_pojk_03_2018-16082018-perubahan_pojk_nomor_44_pojk_03_2017_tentang_pembatasan_pemberian_kredit_atau_pembiayaan_oleh_bank_umum_untuk_pengadaan_tanah_dan_atau_pengolahan_tanah.pdf,7,6-10
Batas Maksimum Pemberian Kredit atau Batas Maksimum Penyaluran Dana Bank untuk Mendorong Pertumbuhan Sektor Pariwisata dan Peningkatan Devisa,https://www.ojk.go.id/id/regulasi/Pages/Batas-Maksimum-Pemberian-Kredit-Penyaluran-Dana-Bank-untuk-Mendorong-Pertumbuhan-Sektor-Pariwisata-dan-Peningkatan-Devisa.aspx,Perbankan,Bank Umum,Peraturan OJK,15/POJK.03/2018,16 Agustus 2018,Batas-Maksimum-Pemberian-Kredit-Penyaluran-Dana-Bank-untuk-Mendorong-Pertumbuhan-Sektor-Pariwisata-dan-Peningkatan-Devisa -- POJK 15-2018.pdf,https://www.ojk.go.id/id/regulasi/Documents/Pages/Batas-Maksimum-Pemberian-Kredit-Penyaluran-Dana-Bank-untuk-Mendorong-Pertumbuhan-Sektor-Pariwisata-dan-Peningkatan-Devisa/POJK%2015-2018.pdf,ojk-peraturan_ojk-15_pojk_03_2018-16082018-batas_maksimum_pemberian_kredit_atau_batas_maksimum_penyaluran_dana_bank_untuk_mendorong_pertumbuhan_sektor_pariwisata_dan_peningkatan_devisa.pdf,11,11-15
Penilaian Kualitas Aset Bank Umum untuk Mendorong Pertumbuhan Sektor Perumahan dan Peningkatan Devisa,https://www.ojk.go.id/id/regulasi/Pages/Penilaian-Kualitas-Aset-Bank-Umum-untuk-Mendorong-Pertumbuhan-Sektor-Perumahan-dan-Peningkatan-Devisa.aspx,Perbankan,Bank Umum,Peraturan OJK,14/POJK.03/2018,16 Agustus 2018,Penilaian-Kualitas-Aset-Bank-Umum-untuk-Mendorong-Pertumbuhan-Sektor-Perumahan-dan-Peningkatan-Devisa -- POJK 14 - 03 - 2018.pdf,https://www.ojk.go.id/id/regulasi/Documents/Pages/Penilaian-Kualitas-Aset-Bank-Umum-untuk-Mendorong-Pertumbuhan-Sektor-Perumahan-dan-Peningkatan-Devisa/POJK%2014%20-%2003%20-%202018.pdf,ojk-peraturan_ojk-14_pojk_03_2018-16082018-penilaian_kualitas_aset_bank_umum_untuk_mendorong_pertumbuhan_sektor_perumahan_dan_peningkatan_devisa.pdf,16,16-20
Penawaran Umum Efek Bersifat Utang dan/atau Sukuk kepada Pemodal Profesional,https://www.ojk.go.id/id/regulasi/Pages/Penawaran-Umum-Efek-Bersifat-Utang-dan-atau-Sukuk-kepada-Pemodal-Profesional.aspx,Pasar Modal,"Bursa Efek,  Perusahaan Efek,  Wakil Perusahaan Efek",Peraturan OJK,11/POJK.04/2018,1 Agustus 2018,Penawaran-Umum-Efek-Bersifat-Utang-dan-atau-Sukuk-kepada-Pemodal-Profesional -- pojk 11-2018.pdf,https://www.ojk.go.id/id/regulasi/Documents/Pages/Penawaran-Umum-Efek-Bersifat-Utang-dan-atau-Sukuk-kepada-Pemodal-Profesional/pojk%2011-2018.pdf,ojk-peraturan_ojk-11_pojk_04_2018-01082018-penawaran_umum_efek_bersifat_utang_dan_atau_sukuk_kepada_pemodal_profesional.pdf,34,31-35
Penyampaian Laporan melalui Sistem Pelaporan Elektronik Emiten atau Perusahaan Publik,https://www.ojk.go.id/id/regulasi/Pages/Penyampaian-Laporan-melalui-Sistem-Pelaporan-Elektronik-Emiten-atau-Perusahaan-Publik.aspx,Pasar Modal,Emiten dan Perusahaan Publik,Peraturan OJK,7/POJK.04/2018,25 April 2018,Penyampaian-Laporan-melalui-Sistem-Pelaporan-Elektronik-Emiten-atau-Perusahaan-Publik -- POJK 7-2018.pdf,https://www.ojk.go.id/id/regulasi/Documents/Pages/Penyampaian-Laporan-melalui-Sistem-Pelaporan-Elektronik-Emiten-atau-Perusahaan-Publik/POJK%207-2018.pdf,ojk-peraturan_ojk-7_pojk_04_2018-25042018-penyampaian_laporan_melalui_sistem_pelaporan_elektronik_emiten_atau_perusahaan_publik.pdf,17,16-20
Perubahan POJK Nomor 7/POJK.03/2016 tentang Prinsip Kehati-Hatian dalam Melaksanakan Kegiatan Structured Product bagi Bank Umum,https://www.ojk.go.id/id/regulasi/Pages/Perubahan-POJK-7-POJK.03-2016-tentang-Prinsip-Kehati-Hatian-dalam-Melaksanakan-Kegiatan-Structured-Product-bagi-Bank-Umum.aspx,Perbankan,Bank Umum,Peraturan OJK,6/POJK.03/2018,22 April 2018,Perubahan-POJK-7-POJK.03-2016-tentang-Prinsip-Kehati-Hatian-dalam-Melaksanakan-Kegiatan-Structured-Product-bagi-Bank-Umum -- POJK 6-2018.pdf,https://www.ojk.go.id/id/regulasi/Documents/Pages/Perubahan-POJK-7-POJK.03-2016-tentang-Prinsip-Kehati-Hatian-dalam-Melaksanakan-Kegiatan-Structured-Product-bagi-Bank-Umum/POJK%206-2018.pdf,ojk-peraturan_ojk-6_pojk_03_2018-22042018-perubahan_pojk_nomor_7_pojk_03_2016_tentang_prinsip_kehati_hatian_dalam_melaksanakan_kegiatan_structured_product_bagi_bank_umum.pdf,13,11-15
Laporan Berkala Dana Pensiun,https://www.ojk.go.id/id/regulasi/Pages/Laporan-Berkala-Dana-Pensiun.aspx,IKNB,Dana Pensiun,Peraturan OJK,5/POJK.05/2018,4 April 2018,Laporan-Berkala-Dana-Pensiun -- pojk 5-2018.pdf,https://www.ojk.go.id/id/regulasi/Documents/Pages/Laporan-Berkala-Dana-Pensiun/pojk%205-2018.pdf,ojk-peraturan_ojk-5_pojk_05_2018-04042018-laporan_berkala_dana_pensiun.pdf,24,21-25
Perubahan atas POJK Nomor 18/POJK.04/2015 tentang Penerbitan dan Persyaratan Sukuk,https://www.ojk.go.id/id/regulasi/Pages/Perubahan-atas-POJK-Nomor-18-POJK.04-2015-tentang-Penerbitan-dan-Persyaratan-Sukuk.aspx,Pasar Modal,Peraturan Lainnya,Peraturan OJK,3/POJK.04/2018,26 Maret 2018,Perubahan-atas-POJK-Nomor-18-POJK.04-2015-tentang-Penerbitan-dan-Persyaratan-Sukuk -- POJK 3-2018.pdf,https://www.ojk.go.id/id/regulasi/Documents/Pages/Perubahan-atas-POJK-Nomor-18-POJK.04-2015-tentang-Penerbitan-dan-Persyaratan-Sukuk/POJK%203-2018.pdf,ojk-peraturan_ojk-3_pojk_04_2018-26032018-perubahan_atas_pojk_nomor_18_pojk_04_2015_tentang_penerbitan_dan_persyaratan_sukuk.pdf,15,11-15
Penetapan Bank Sistemik dan Capital Surcharge,https://www.ojk.go.id/id/regulasi/Pages/Penetapan-Bank-Sistemik-dan-Capital-Surcharge.aspx,Perbankan,Bank Umum,Peraturan OJK,2/POJK.03/2018,26 Maret 2018,Penetapan-Bank-Sistemik-dan-Capital-Surcharge -- POJK 2-2018.pdf,https://www.ojk.go.id/id/regulasi/Documents/Pages/Penetapan-Bank-Sistemik-dan-Capital-Surcharge/POJK%202-2018.pdf,ojk-peraturan_ojk-2_pojk_03_2018-26032018-penetapan_bank_sistemik_dan_capital_surcharge.pdf,17,16-20
Penyampaian Pernyataan Pendaftaran Atau Pengajuan Aksi Korporasi Secara Elektronik,https://www.ojk.go.id/id/regulasi/Pages/Penyampaian-Pernyataan-Pendaftaran-Atau-Pengajuan-Aksi-Korporasi-Secara-Elektronik.aspx,Pasar Modal,"Lembaga Penunjang Pasar Modal,  Peraturan Lainnya",Peraturan OJK,58/POJK.04/2017,8 Desember 2017,Penyampaian-Pernyataan-Pendaftaran-Atau-Pengajuan-Aksi-Korporasi-Secara-Elektronik -- POJK Nomor 58 POJK.042017.pdf,https://www.ojk.go.id/id/regulasi/Documents/Pages/Penyampaian-Pernyataan-Pendaftaran-Atau-Pengajuan-Aksi-Korporasi-Secara-Elektronik/POJK%20Nomor%2058%20POJK.042017.pdf,ojk-peraturan_ojk-58_pojk_04_2017-08122017-penyampaian_pernyataan_pendaftaran_atau_pengajuan_aksi_korporasi_secara_elektronik.pdf,15,11-15
Penerapan Manajemen Risiko secara Konsolidasi bagi Bank yang Melakukan Pengendalian terhadap Perusahaan Anak,https://www.ojk.go.id/id/regulasi/Pages/Penerapan-Manajemen-Risiko-secara-Konsolidasi-bagi-Bank-yang-Melakukan-Pengendalian-terhadap-Perusahaan-Anak-.aspx,Perbankan,Bank Umum,Peraturan OJK,38/POJK.03/2017,12 Juli 2017,Penerapan-Manajemen-Risiko-secara-Konsolidasi-bagi-Bank-yang-Melakukan-Pengendalian-terhadap-Perusahaan-Anak- -- POJK 38 - Manajemen Risiko Konsolidasi.pdf,https://www.ojk.go.id/id/regulasi/Documents/Pages/Penerapan-Manajemen-Risiko-secara-Konsolidasi-bagi-Bank-yang-Melakukan-Pengendalian-terhadap-Perusahaan-Anak-/POJK%2038%20-%20Manajemen%20Risiko%20Konsolidasi.pdf,ojk-peraturan_ojk-38_pojk_03_2017-12072017-penerapan_manajemen_risiko_secara_konsolidasi_bagi_bank_yang_melakukan_pengendalian_terhadap_perusahaan_anak.pdf,19,16-20
POJK tentang Kewajiban Penyediaan Modal Minimum dan Pemenuhan Modal Inti Minimum Bank Pembiayaan Rakyat Syariah,https://www.ojk.go.id/id/regulasi/Pages/POJK-tentang-Kewajiban-Penyediaan-Modal-Minimum-dan-Pemenuhan-Modal-Inti-Minimum-Bank-Pembiayaan-Rakyat-Syariah.aspx,"Perbankan,  Syariah","Bank Umum,  BPR,  Perbankan Syariah",Peraturan OJK,66/POJK.03/2016,28 Desember 2016,POJK-tentang-Kewajiban-Penyediaan-Modal-Minimum-dan-Pemenuhan-Modal-Inti-Minimum-Bank-Pembiayaan-Rakyat-Syariah -- pojk 66-2016.pdf,https://www.ojk.go.id/id/regulasi/Documents/Pages/POJK-tentang-Kewajiban-Penyediaan-Modal-Minimum-dan-Pemenuhan-Modal-Inti-Minimum-Bank-Pembiayaan-Rakyat-Syariah/pojk%2066-2016.pdf,ojk-peraturan_ojk-66_pojk_03_2016-28122016-pojk_tentang_kewajiban_penyediaan_modal_minimum_dan_pemenuhan_modal_inti_minimum_bank_pembiayaan_rakyat_syariah.pdf,26,26-30
POJK tentang Transformasi Lembaga Keuangan Mikro Konvensional menjadi Bank Perkreditan Rakyat dan Lembaga Keuangan Mikro Syariah menjadi Bank Pembiayaan Rakyat Syariah,https://www.ojk.go.id/id/regulasi/Pages/POJK-tentang-Transformasi-Lembaga-Keuangan-Mikro-Konvensional-menjadi-BPR-dan-LMKS-menjadi-BPRS.aspx,"Perbankan,  Syariah","Bank Umum,  BPR,  Perbankan Syariah",Peraturan OJK,62/POJK.03/2016,28 Desember 2016,POJK-tentang-Transformasi-Lembaga-Keuangan-Mikro-Konvensional-menjadi-BPR-dan-LMKS-menjadi-BPRS -- pojk 62-2016.pdf,https://www.ojk.go.id/id/regulasi/Documents/Pages/POJK-tentang-Transformasi-Lembaga-Keuangan-Mikro-Konvensional-menjadi-BPR-dan-LMKS-menjadi-BPRS/pojk%2062-2016.pdf,ojk-peraturan_ojk-62_pojk_03_2016-28122016-pojk_tentang_transformasi_lembaga_keuangan_mikro_konvensional_menjadi_bank_perkreditan_rakyat_dan_lembaga_keuangan_mikro_syariah_menjadi_bank_pembiayaan_rakyat_syariah.pdf,33,31-35
POJK tentang Perubahan Atas Peraturan Otoritas Jasa Keuangan Nomor 11/POJK.05/2016 tentang Pemeriksaaan Langsung Lembaga Jasa Keuangan Non-Bank,https://www.ojk.go.id/id/regulasi/Pages/POJK-tentang-Perubahan-Atas-POJK-tentang-Pemeriksaaan-Langsung-Lembaga-Jasa-Keuangan-Non-Bank.aspx,IKNB,"IKNB Syariah,  Lembaga Pembiayaan,  Lembaga Jasa Keuangan Khusus,  Lembaga Keuangan Mikro",Peraturan OJK,63 /POJK.05/2016,27 Desember 2016,POJK-tentang-Perubahan-Atas-POJK-tentang-Pemeriksaaan-Langsung-Lembaga-Jasa-Keuangan-Non-Bank -- pojk 63-2016.pdf,https://www.ojk.go.id/id/regulasi/Documents/Pages/POJK-tentang-Perubahan-Atas-POJK-tentang-Pemeriksaaan-Langsung-Lembaga-Jasa-Keuangan-Non-Bank/pojk%2063-2016.pdf,ojk-peraturan_ojk-63_pojk_05_2016-27122016-pojk_tentang_perubahan_atas_peraturan_otoritas_jasa_keuangan_nomor_11_pojk_05_2016_tentang_pemeriksaaan_langsung_lembaga_jasa_keuangan_non_bank.pdf,9,6-10
POJK tentang Pedoman Pelaksanaan Fungsi-fungsi Manajer Investasi,https://www.ojk.go.id/id/regulasi/Pages/POJK-tentang-Pedoman-Pelaksanaan-Fungsi-fungsi-Manajer-Investasi.aspx,Pasar Modal,"Pasar Modal Syariah,  Penasehat Investasi,  Dokumen Publik dan Laporan",Peraturan OJK,24/POJK.04/2014,20 Desember 2016,POJK-tentang-Pedoman-Pelaksanaan-Fungsi-fungsi-Manajer-Investasi -- POJK 24. Pedoman Pelaksanaan Fungsi-fungsi Manajer Investasi.pdf,https://www.ojk.go.id/id/regulasi/Documents/Pages/POJK-tentang-Pedoman-Pelaksanaan-Fungsi-fungsi-Manajer-Investasi/POJK%2024.%20Pedoman%20Pelaksanaan%20Fungsi-fungsi%20Manajer%20Investasi.pdf,ojk-peraturan_ojk-24_pojk_04_2014-20122016-pojk_tentang_pedoman_pelaksanaan_fungsi_fungsi_manajer_investasi.pdf,23,21-25
POJK tentang Tata Cara Pembuatan Peraturan Oleh Bursa Efek,https://www.ojk.go.id/id/regulasi/Pages/POJK-tentang-Tata-Cara-Pembuatan-Peraturan-Oleh-Bursa-Efek.aspx,Pasar Modal,Bursa Efek,Peraturan OJK,46 /POJK.04/2016,7 Desember 2016,POJK-tentang-Tata-Cara-Pembuatan-Peraturan-Oleh-Bursa-Efek -- pojk 46-2016.pdf,https://www.ojk.go.id/id/regulasi/Documents/Pages/POJK-tentang-Tata-Cara-Pembuatan-Peraturan-Oleh-Bursa-Efek/pojk%2046-2016.pdf,ojk-peraturan_ojk-46_pojk_04_2016-07122016-pojk_tentang_tata_cara_pembuatan_peraturan_oleh_bursa_efek.pdf,13,11-15
POJK tentang Tata Cara Pembuatan Peraturan Oleh lembaga Penyimpanan dan Penyelesaian,https://www.ojk.go.id/id/regulasi/Pages/POJK-tentang-Tata-Cara-Pembuatan-Peraturan-Oleh-lembaga-Penyimpanan-dan-Penyelesaian.aspx,Pasar Modal,Lembaga Penyimpanan dan Penyelesaian,Peraturan OJK,48 /POJK.04/2016,7 Desember 2016,POJK-tentang-Tata-Cara-Pembuatan-Peraturan-Oleh-lembaga-Penyimpanan-dan-Penyelesaian -- pojk 48-2016.pdf,https://www.ojk.go.id/id/regulasi/Documents/Pages/POJK-tentang-Tata-Cara-Pembuatan-Peraturan-Oleh-lembaga-Penyimpanan-dan-Penyelesaian/pojk%2048-2016.pdf,ojk-peraturan_ojk-48_pojk_04_2016-07122016-pojk_tentang_tata_cara_pembuatan_peraturan_oleh_lembaga_penyimpanan_dan_penyelesaian.pdf,15,11-15
POJK tentang Perubahan Atas Peraturan Jasa Keuangan Nomor 1/POJK.05/2016 tentang Investasi Surat Berharga Negara bagi Lembaga Jasa Keuangan Non-Bank,https://www.ojk.go.id/id/regulasi/Pages/POJK-tentang-Perubahan-Atas-POJK-tentang-Investasi-Surat-Berharga-Negara-bagi-Lembaga-Jasa-Keuangan-Non-Bank.aspx,IKNB,"IKNB Syariah,  Lembaga Pembiayaan,  Lembaga Jasa Keuangan Khusus,  Lembaga Keuangan Mikro",Peraturan OJK,36 /POJK.05/2016,14 November 2016,POJK-tentang-Perubahan-Atas-POJK-tentang-Investasi-Surat-Berharga-Negara-bagi-Lembaga-Jasa-Keuangan-Non-Bank -- pojk 36-2016.pdf,https://www.ojk.go.id/id/regulasi/Documents/Pages/POJK-tentang-Perubahan-Atas-POJK-tentang-Investasi-Surat-Berharga-Negara-bagi-Lembaga-Jasa-Keuangan-Non-Bank/pojk%2036-2016.pdf,ojk-peraturan_ojk-36_pojk_05_2016-14112016-pojk_tentang_perubahan_atas_peraturan_jasa_keuangan_nomor_1_pojk_05_2016_tentang_investasi_surat_berharga_negara_bagi_lembaga_jasa_keuangan_non_bank.pdf,7,6-10
POJK tentang Tata Cara Penetapan Perintah Tertulis pada Sektor Perasuransian,https://www.ojk.go.id/id/regulasi/Pages/POJK-tentang-Tata-Cara-Penetapan-Perintah-Tertulis-pada-Sektor-Perasuransian.aspx,IKNB,Asuransi,Peraturan OJK,35 /POJK.05/2016,25 Oktober 2016,POJK-tentang-Tata-Cara-Penetapan-Perintah-Tertulis-pada-Sektor-Perasuransian -- pojk 35-2016.pdf,https://www.ojk.go.id/id/regulasi/Documents/Pages/POJK-tentang-Tata-Cara-Penetapan-Perintah-Tertulis-pada-Sektor-Perasuransian/pojk%2035-2016.pdf,ojk-peraturan_ojk-35_pojk_05_2016-25102016-pojk_tentang_tata_cara_penetapan_perintah_tertulis_pada_sektor_perasuransian.pdf,8,6-10
Penyelenggaraan Program Pensiun Berdasarkan Prinsip Syariah,https://www.ojk.go.id/id/regulasi/Pages/Penyelenggaraan-Program-Pensiun-Berdasarkan-Prinsip-Syariah.aspx,IKNB,"IKNB Syariah,  Dana Pensiun",Peraturan OJK,33/POJK.05/2016,26 September 2016,Penyelenggaraan-Program-Pensiun-Berdasarkan-Prinsip-Syariah -- POJK-Penyelenggaraan-Dapensyah.pdf,https://www.ojk.go.id/id/regulasi/Documents/Pages/Penyelenggaraan-Program-Pensiun-Berdasarkan-Prinsip-Syariah/POJK-Penyelenggaraan-Dapensyah.pdf,ojk-peraturan_ojk-33_pojk_05_2016-26092016-penyelenggaraan_program_pensiun_berdasarkan_prinsip_syariah.pdf,23,21-25
Dana Investasi Real Estate Syariah Berbentuk Kontrak Investasi Kolektif,https://www.ojk.go.id/id/regulasi/Pages/Dana-Investasi-Real-Estate-Syariah-Berbentuk-Kontrak-Investasi-Kolektif.aspx,Pasar Modal,Pasar Modal Syariah,Peraturan OJK,30/POJK.04/2016,29 Juli 2016,Dana-Investasi-Real-Estate-Syariah-Berbentuk-Kontrak-Investasi-Kolektif -- POJK-DIRE-Syariah.pdf,https://www.ojk.go.id/id/regulasi/Documents/Pages/Dana-Investasi-Real-Estate-Syariah-Berbentuk-Kontrak-Investasi-Kolektif/POJK-DIRE-Syariah.pdf,ojk-peraturan_ojk-30_pojk_04_2016-29072016-dana_investasi_real_estate_syariah_berbentuk_kontrak_investasi_kolektif.pdf,20,16-20
POJK tentang Dana Investasi Real Estat Syariah Berbentuk Kontrak Investasi Kolektif,https://www.ojk.go.id/id/regulasi/Pages/POJK-tentang-Dana-Investasi-Real-Estat-Syariah-Berbentuk-Kontrak-Investasi-Kolektif.aspx,Pasar Modal,Pasar Modal Syariah,Peraturan OJK,30 /POJK.04/2016,29 Juli 2016,POJK-tentang-Dana-Investasi-Real-Estat-Syariah-Berbentuk-Kontrak-Investasi-Kolektif -- pojk 30-2016.pdf,https://www.ojk.go.id/id/regulasi/Documents/Pages/POJK-tentang-Dana-Investasi-Real-Estat-Syariah-Berbentuk-Kontrak-Investasi-Kolektif/pojk%2030-2016.pdf,ojk-peraturan_ojk-30_pojk_04_2016-29072016-pojk_tentang_dana_investasi_real_estat_syariah_berbentuk_kontrak_investasi_kolektif.pdf,20,16-20
