title,page_url,sektor,subsektor,jenis_regulasi,nomor_regulasi,tanggal_berlaku,filename,file_url,new_filename,pages
Perusahaan Pembiayaan Infrastruktur,https://www.ojk.go.id/id/regulasi/Pages/Perusahaan-Pembiayaan-Infrastruktur.aspx,IKNB,Lembaga Pembiayaan,Peraturan OJK,46/POJK.05/2020,10 November 2020,Perusahaan-Pembiayaan-Infrastruktur -- pojk 46-2020.pdf,https://www.ojk.go.id/id/regulasi/Documents/Pages/Perusahaan-Pembiayaan-Infrastruktur/pojk%2046-2020.pdf,ojk-peraturan_ojk-46_pojk_05_2020-10112020-perusahaan_pembiayaan_infrastruktur.pdf,97
Konglomerasi Keuangan,https://www.ojk.go.id/id/regulasi/Pages/Konglomerasi-Keuangan.aspx,Perbankan,Peraturan Lainnya,Peraturan OJK,45 /POJK.03/2020,16 Oktober 2020,Konglomerasi-Keuangan -- pojk 45-2020.pdf,https://www.ojk.go.id/id/regulasi/Documents/Pages/Konglomerasi-Keuangan/pojk%2045-2020.pdf,ojk-peraturan_ojk-45_pojk_03_2020-16102020-konglomerasi_keuangan.pdf,15
Penerapan Manajemen Risiko bagi Lembaga Jasa Keuangan Nonbank,https://www.ojk.go.id/id/regulasi/Pages/Penerapan-Manajemen-Risiko-bagi-Lembaga-Jasa-Keuangan-Nonbank.aspx,IKNB,Peraturan Lainnya,Peraturan OJK,44/POJK.05/2020,2 September 2020,Penerapan-Manajemen-Risiko-bagi-Lembaga-Jasa-Keuangan-Nonbank -- pojk 44-2020.pdf,https://www.ojk.go.id/id/regulasi/Documents/Pages/Penerapan-Manajemen-Risiko-bagi-Lembaga-Jasa-Keuangan-Nonbank/pojk%2044-2020.pdf,ojk-peraturan_ojk-44_pojk_05_2020-02092020-penerapan_manajemen_risiko_bagi_lembaga_jasa_keuangan_nonbank.pdf,38
Penilaian dan Penyajian Laporan Penilaian Bisnis di Pasar Modal,https://www.ojk.go.id/id/regulasi/Pages/Penilaian-dan-Penyajian-Laporan-Penilaian-Bisnis-di-Pasar-Modal.aspx,Pasar Modal,"Dokumen Publik dan Laporan,  Peraturan Lainnya",Peraturan OJK,35 /POJK.04/2020,2 Juli 2020,Penilaian-dan-Penyajian-Laporan-Penilaian-Bisnis-di-Pasar-Modal -- pojk 35-2020.pdf,https://www.ojk.go.id/id/regulasi/Documents/Pages/Penilaian-dan-Penyajian-Laporan-Penilaian-Bisnis-di-Pasar-Modal/pojk%2035-2020.pdf,ojk-peraturan_ojk-35_pojk_04_2020-02072020-penilaian_dan_penyajian_laporan_penilaian_bisnis_di_pasar_modal.pdf,72
Kewajiban Keterbukaan Informasi dan Tata Kelola Perusahaan bagi Emiten atau Perusahaan Publik yang Memenuhi Kriteria Emiten dengan Aset Skala Kecil dan Emiten dengan Aset Skala Menengah,https://www.ojk.go.id/id/regulasi/Pages/Kewajiban-Keterbukaan-Informasi-dan-Tata-Kelola-Perusahaan-bagi-Emiten-atau-Perusahaan-Publik-.aspx,Pasar Modal,Emiten dan Perusahaan Publik,Peraturan OJK,43/POJK.04/2020,2 Juli 2020,Kewajiban-Keterbukaan-Informasi-dan-Tata-Kelola-Perusahaan-bagi-Emiten-atau-Perusahaan-Publik- -- POJK 43-2020(1).pdf,https://www.ojk.go.id/id/regulasi/Documents/Pages/Kewajiban-Keterbukaan-Informasi-dan-Tata-Kelola-Perusahaan-bagi-Emiten-atau-Perusahaan-Publik-/POJK%2043-2020(1).pdf,ojk-peraturan_ojk-43_pojk_04_2020-02072020-kewajiban_keterbukaan_informasi_dan_tata_kelola_perusahaan_bagi_emiten_atau_perusahaan_publik_yang_memenuhi_kriteria_emiten_dengan_aset_skala_kecil_dan_emiten_dengan_aset_skala_menengah.pdf,19
Transaksi Afiliasi dan Transaksi Benturan Kepentingan,https://www.ojk.go.id/id/regulasi/Pages/Transaksi-Afiliasi-dan-Transaksi-Benturan-Kepentingan.aspx,Pasar Modal,"Profesi Penunjang Pasar Modal,  Emiten dan Perusahaan Publik",Peraturan OJK,42/POJK.04/2020,2 Juli 2020,Transaksi-Afiliasi-dan-Transaksi-Benturan-Kepentingan -- POJK 42-2020.pdf,https://www.ojk.go.id/id/regulasi/Documents/Pages/Transaksi-Afiliasi-dan-Transaksi-Benturan-Kepentingan/POJK%2042-2020.pdf,ojk-peraturan_ojk-42_pojk_04_2020-02072020-transaksi_afiliasi_dan_transaksi_benturan_kepentingan.pdf,38
"Pelaksanaan Kegiatan Penawaran Umum Efek Bersifat Ekuitas, Efek Bersifat Utang, dan/atau Sukuk Secara Elektronik","https://www.ojk.go.id/id/regulasi/Pages/Pelaksanaan-Kegiatan-Penawaran-Umum-Efek-Bersifat-Ekuitas,-Efek-Bersifat-Utang,-dan-atau-Sukuk-Secara-Elektronik.aspx",Pasar Modal,"Bursa Efek,  Perusahaan Efek",Peraturan OJK,41 /POJK.04/2020,2 Juli 2020,"Pelaksanaan-Kegiatan-Penawaran-Umum-Efek-Bersifat-Ekuitas,-Efek-Bersifat-Utang,-dan-atau-Sukuk-Secara-Elektronik -- POJK 41-2020.pdf","https://www.ojk.go.id/id/regulasi/Documents/Pages/Pelaksanaan-Kegiatan-Penawaran-Umum-Efek-Bersifat-Ekuitas,-Efek-Bersifat-Utang,-dan-atau-Sukuk-Secara-Elektronik/POJK%2041-2020.pdf",ojk-peraturan_ojk-41_pojk_04_2020-02072020-pelaksanaan_kegiatan_penawaran_umum_efek_bersifat_ekuitas_efek_bersifat_utang_dan_atau_sukuk_secara_elektronik.pdf,57
Perintah Tertulis untuk Penanganan Permasalahan Lembaga Jasa Keuangan Nonbank,https://www.ojk.go.id/id/regulasi/Pages/Perintah-Tertulis-untuk-Penanganan-Permasalahan-Lembaga-Jasa-Keuangan-Nonbank.aspx,IKNB,"IKNB Syariah,  Asuransi",Peraturan OJK,40 /POJK.05/2020,18 Juni 2020,Perintah-Tertulis-untuk-Penanganan-Permasalahan-Lembaga-Jasa-Keuangan-Nonbank -- pojk 40-2020.pdf,https://www.ojk.go.id/id/regulasi/Documents/Pages/Perintah-Tertulis-untuk-Penanganan-Permasalahan-Lembaga-Jasa-Keuangan-Nonbank/pojk%2040-2020.pdf,ojk-peraturan_ojk-40_pojk_05_2020-18062020-perintah_tertulis_untuk_penanganan_permasalahan_lembaga_jasa_keuangan_nonbank.pdf,17
Perubahan Kedua Atas Peraturan Otoritas Jasa Keuangan Nomor 14/POJK.05/2015 tentang Retensi Sendiri dan Dukungan Reasuransi dalam Negeri,https://www.ojk.go.id/id/regulasi/Pages/Perubahan-Kedua-Atas-Peraturan-Otoritas-Jasa-Keuangan-Nomor-14-tentang-Retensi-Sendiri-dan-Dukungan-Reasuransi.aspx,IKNB,Asuransi,Peraturan OJK,39/POJK.05/2020,18 Juni 2020,Perubahan-Kedua-Atas-Peraturan-Otoritas-Jasa-Keuangan-Nomor-14-tentang-Retensi-Sendiri-dan-Dukungan-Reasuransi -- pojk 39-2020.pdf,https://www.ojk.go.id/id/regulasi/Documents/Pages/Perubahan-Kedua-Atas-Peraturan-Otoritas-Jasa-Keuangan-Nomor-14-tentang-Retensi-Sendiri-dan-Dukungan-Reasuransi/pojk%2039-2020.pdf,ojk-peraturan_ojk-39_pojk_05_2020-18062020-perubahan_kedua_atas_peraturan_otoritas_jasa_keuangan_nomor_14_pojk_05_2015_tentang_retensi_sendiri_dan_dukungan_reasuransi_dalam_negeri.pdf,21
"Perubahan Atas Peraturan Otoritas Jasa Keuangan Nomor 69/POJK.05/2016 tentang Penyelenggaraan Usaha Perusahaan Asuransi, Perusahaan Asuransi Syariah, Perusahaan Reasuransi, dan Perusahaan Reasuransi Syariah",https://www.ojk.go.id/id/regulasi/Pages/Perubahan-Atas-Peraturan-Otoritas-Jasa-Keuangan-Nomor-69-tentang-Penyelenggaraan-Usaha-Perusahaan-Asuransi.aspx,IKNB,"IKNB Syariah,  Asuransi",Peraturan OJK,38/POJK.05/2020,18 Juni 2020,Perubahan-Atas-Peraturan-Otoritas-Jasa-Keuangan-Nomor-69-tentang-Penyelenggaraan-Usaha-Perusahaan-Asuransi -- pojk 38-2020.pdf,https://www.ojk.go.id/id/regulasi/Documents/Pages/Perubahan-Atas-Peraturan-Otoritas-Jasa-Keuangan-Nomor-69-tentang-Penyelenggaraan-Usaha-Perusahaan-Asuransi/pojk%2038-2020.pdf,ojk-peraturan_ojk-38_pojk_05_2020-18062020-perubahan_atas_peraturan_otoritas_jasa_keuangan_nomor_69_pojk_05_2016_tentang_penyelenggaraan_usaha_perusahaan_asuransi_perusahaan_asuransi_syariah_perusahaan_reasuransi_dan_perusahaan_reasuransi_syariah.pdf,14
Tata Cara Pengecualian Pemenuhan Prinsip Keterbukaan bagi Emiten atau Perusahaan Publik yang Merupakan Lembaga Jasa Keuangan dalam Rangka Pencegahan dan Penanganan Krisis Sistem Keuangan,https://www.ojk.go.id/id/regulasi/Pages/Tata-Cara-Pengecualian-Pemenuhan-Prinsip-Keterbukaan-bagi-Emiten-.aspx,Pasar Modal,Emiten dan Perusahaan Publik,Peraturan OJK,37 /POJK.04/2020,10 Juni 2020,Tata-Cara-Pengecualian-Pemenuhan-Prinsip-Keterbukaan-bagi-Emiten- -- pojk 37-2020.pdf,https://www.ojk.go.id/id/regulasi/Documents/Pages/Tata-Cara-Pengecualian-Pemenuhan-Prinsip-Keterbukaan-bagi-Emiten-/pojk%2037-2020.pdf,ojk-peraturan_ojk-37_pojk_04_2020-10062020-tata_cara_pengecualian_pemenuhan_prinsip_keterbukaan_bagi_emiten_atau_perusahaan_publik_yang_merupakan_lembaga_jasa_keuangan_dalam_rangka_pencegahan_dan_penanganan_krisis_sistem_keuangan.pdf,12
Perubahan Ketiga Atas Peraturan Otoritas Jasa Keuangan Nomor 4/POJK.04/2014 tentang Tata Cara Penagihan Sanksi Administratif Berupa Denda di Sektor Jasa Keuangan,https://www.ojk.go.id/id/regulasi/Pages/Perubahan-Ketiga-Atas-Peraturan-Otoritas-Jasa-Keuangan-Nomor-4-tentang-Tata-Cara-Penagihan-Sanksi-Administri.aspx,"Perbankan,  Pasar Modal,  IKNB","Sanksi,  Peraturan Lainnya",Peraturan OJK,36 /POJK.02/2020,2 Juni 2020,Perubahan-Ketiga-Atas-Peraturan-Otoritas-Jasa-Keuangan-Nomor-4-tentang-Tata-Cara-Penagihan-Sanksi-Administri -- pojk 36-2020.pdf,https://www.ojk.go.id/id/regulasi/Documents/Pages/Perubahan-Ketiga-Atas-Peraturan-Otoritas-Jasa-Keuangan-Nomor-4-tentang-Tata-Cara-Penagihan-Sanksi-Administri/pojk%2036-2020.pdf,ojk-peraturan_ojk-36_pojk_02_2020-02062020-perubahan_ketiga_atas_peraturan_otoritas_jasa_keuangan_nomor_4_pojk_04_2014_tentang_tata_cara_penagihan_sanksi_administratif_berupa_denda_di_sektor_jasa_keuangan.pdf,7
Penyusunan Laporan Keuangan Produk Investasi Berbentuk Kontrak Investasi Kolektif,https://www.ojk.go.id/id/regulasi/Pages/Penyusunan-Laporan-Keuangan-Produk-Investasi-Berbentuk-Kontrak-Investasi-Kolektif.aspx,Pasar Modal,"Penasehat Investasi,  Profesi Penunjang Pasar Modal",Peraturan OJK,33/POJK.04/2020,2 Juni 2020,Penyusunan-Laporan-Keuangan-Produk-Investasi-Berbentuk-Kontrak-Investasi-Kolektif -- pojk 33-2020.pdf,https://www.ojk.go.id/id/regulasi/Documents/Pages/Penyusunan-Laporan-Keuangan-Produk-Investasi-Berbentuk-Kontrak-Investasi-Kolektif/pojk%2033-2020.pdf,ojk-peraturan_ojk-33_pojk_04_2020-02062020-penyusunan_laporan_keuangan_produk_investasi_berbentuk_kontrak_investasi_kolektif.pdf,12
Kebijakan bagi Bank Perkreditan Rakyat dan Bank Pembiayaan Rakyat Syariah Sebagai Dampak Penyebaran Coronavirus Disease 2019,https://www.ojk.go.id/id/regulasi/Pages/Kebijakan-bagi-Bank-Perkreditan-Rakyat-dan-Bank-Pembiayaan-Rakyat-Syariah-Sebagai-Dampak-Penyebaran-Coronavirus-.aspx,Perbankan,BPR,Peraturan OJK,34/POJK.03/2020,2 Juni 2020,Kebijakan-bagi-Bank-Perkreditan-Rakyat-dan-Bank-Pembiayaan-Rakyat-Syariah-Sebagai-Dampak-Penyebaran-Coronavirus- -- pojk 34-2020(2).pdf,https://www.ojk.go.id/id/regulasi/Documents/Pages/Kebijakan-bagi-Bank-Perkreditan-Rakyat-dan-Bank-Pembiayaan-Rakyat-Syariah-Sebagai-Dampak-Penyebaran-Coronavirus-/pojk%2034-2020(2).pdf,ojk-peraturan_ojk-34_pojk_03_2020-02062020-kebijakan_bagi_bank_perkreditan_rakyat_dan_bank_pembiayaan_rakyat_syariah_sebagai_dampak_penyebaran_coronavirus_disease_2019.pdf,23
Kontrak Derivatif Efek,https://www.ojk.go.id/id/regulasi/Pages/Kontrak-Derivatif-Efek.aspx,Pasar Modal,Bursa Efek,Peraturan OJK,32 /POJK.04/2020,6 Mei 2020,Kontrak-Derivatif-Efek -- POJK 32-2020.pdf,https://www.ojk.go.id/id/regulasi/Documents/Pages/Kontrak-Derivatif-Efek/POJK%2032-2020.pdf,ojk-peraturan_ojk-32_pojk_04_2020-06052020-kontrak_derivatif_efek.pdf,22
Penyelenggaraan Layanan Konsumen dan Masyarakat di Sektor Jasa Keuangan oleh Otoritas Jasa Keuangan,https://www.ojk.go.id/id/regulasi/Pages/Penyelenggaraan-Layanan-Konsumen-dan-Masyarakat-di-Sektor-Jasa-Keuangan-Oleh-Otoritas-Jasa-Keuangan.aspx,EPK,Peraturan Lainnya,Peraturan OJK,31/POJK.07/2020,29 April 2020,Penyelenggaraan-Layanan-Konsumen-dan-Masyarakat-di-Sektor-Jasa-Keuangan-Oleh-Otoritas-Jasa-Keuangan -- pojk 31-2020.pdf,https://www.ojk.go.id/id/regulasi/Documents/Pages/Penyelenggaraan-Layanan-Konsumen-dan-Masyarakat-di-Sektor-Jasa-Keuangan-Oleh-Otoritas-Jasa-Keuangan/pojk%2031-2020.pdf,ojk-peraturan_ojk-31_pojk_07_2020-29042020-penyelenggaraan_layanan_konsumen_dan_masyarakat_di_sektor_jasa_keuangan_oleh_otoritas_jasa_keuangan.pdf,38
Perubahan Kedua Atas Peraturan Otoritas Jasa Keuangan Nomor 11/POJK.05/2014 tentang Pemeriksaan Langsung Lembaga Jasa Keuangan Nonbank,https://www.ojk.go.id/id/regulasi/Pages/Perubahan-Kedua-Atas-Peraturan-Otoritas-Jasa-Keuangan-Nomor-11-tentang-Pemeriksaan-Langsung-Lembaga-Jasa-Keuan.aspx,IKNB,Peraturan Lainnya,Peraturan OJK,30/POJK.05/2020,29 April 2020,Perubahan-Kedua-Atas-Peraturan-Otoritas-Jasa-Keuangan-Nomor-11-tentang-Pemeriksaan-Langsung-Lembaga-Jasa-Keuan -- pojk 30-2020.pdf,https://www.ojk.go.id/id/regulasi/Documents/Pages/Perubahan-Kedua-Atas-Peraturan-Otoritas-Jasa-Keuangan-Nomor-11-tentang-Pemeriksaan-Langsung-Lembaga-Jasa-Keuan/pojk%2030-2020.pdf,ojk-peraturan_ojk-30_pojk_05_2020-29042020-perubahan_kedua_atas_peraturan_otoritas_jasa_keuangan_nomor_11_pojk_05_2014_tentang_pemeriksaan_langsung_lembaga_jasa_keuangan_nonbank.pdf,16
Perubahan Atas Peraturan Otoritas Jasa Keuangan Nomor 30/POJK.05/2014 tentang Tata Kelola Perusahaan yang Baik Bagi Perusahaan Pembiayaan,https://www.ojk.go.id/id/regulasi/Pages/Perubahan-Atas-Peraturan-Otoritas-Jasa-Keuangan-Nomor-30-tentang-Tata-Kelola-Perusahaan-yang-Baik-Bagi-Perusah.aspx,IKNB,Lembaga Pembiayaan,Peraturan OJK,29/POJK.05/2020,29 April 2020,Perubahan-Atas-Peraturan-Otoritas-Jasa-Keuangan-Nomor-30-tentang-Tata-Kelola-Perusahaan-yang-Baik-Bagi-Perusah -- pojk 29-2020.pdf,https://www.ojk.go.id/id/regulasi/Documents/Pages/Perubahan-Atas-Peraturan-Otoritas-Jasa-Keuangan-Nomor-30-tentang-Tata-Kelola-Perusahaan-yang-Baik-Bagi-Perusah/pojk%2029-2020.pdf,ojk-peraturan_ojk-29_pojk_05_2020-29042020-perubahan_atas_peraturan_otoritas_jasa_keuangan_nomor_30_pojk_05_2014_tentang_tata_kelola_perusahaan_yang_baik_bagi_perusahaan_pembiayaan.pdf,28
Penilaian Tingkat Kesehatan Lembaga Jasa Keuangan Nonbank,https://www.ojk.go.id/id/regulasi/Pages/Penilaian-Tingkat-Kesehatan-Lembaga-Jasa-Keuangan-Nonbank.aspx,IKNB,Peraturan Lainnya,Peraturan OJK,28/POJK.05/2020,29 April 2020,Penilaian-Tingkat-Kesehatan-Lembaga-Jasa-Keuangan-Nonbank -- pojk 28-2020 rev.pdf,https://www.ojk.go.id/id/regulasi/Documents/Pages/Penilaian-Tingkat-Kesehatan-Lembaga-Jasa-Keuangan-Nonbank/pojk%2028-2020%20rev.pdf,ojk-peraturan_ojk-28_pojk_05_2020-29042020-penilaian_tingkat_kesehatan_lembaga_jasa_keuangan_nonbank.pdf,33
Pedoman Penyusunan Surat Pernyataan Manajemen dalam Bidang Akuntansi,https://www.ojk.go.id/id/regulasi/Pages/Pedoman-Penyusunan-Surat-Pernyataan-Manajemen--dalam-Bidang-Akuntansi-.aspx,Pasar Modal,Emiten dan Perusahaan Publik,Peraturan OJK,24 /POJK.04/2020,23 April 2020,Pedoman-Penyusunan-Surat-Pernyataan-Manajemen--dalam-Bidang-Akuntansi- -- POJK 24-2020.pdf,https://www.ojk.go.id/id/regulasi/Documents/Pages/Pedoman-Penyusunan-Surat-Pernyataan-Manajemen--dalam-Bidang-Akuntansi-/POJK%2024-2020.pdf,ojk-peraturan_ojk-24_pojk_04_2020-23042020-pedoman_penyusunan_surat_pernyataan_manajemen_dalam_bidang_akuntansi.pdf,12
Tata Cara Penyusunan Serta Pengajuan Rencana Anggaran dan Penggunaan Laba Lembaga Kliring dan Penjaminan,https://www.ojk.go.id/id/regulasi/Pages/Tata-Cara-Penyusunan-Serta-Pengajuan-Rencana-Anggaran-dan-Penggunaan-Laba-Lembaga-Kliring-dan-Penjaminan.aspx,Pasar Modal,Lembaga Kliring dan Penjaminan,Peraturan OJK,23 /POJK.04/2020,23 April 2020,Tata-Cara-Penyusunan-Serta-Pengajuan-Rencana-Anggaran-dan-Penggunaan-Laba-Lembaga-Kliring-dan-Penjaminan -- POJK 23-2020.pdf,https://www.ojk.go.id/id/regulasi/Documents/Pages/Tata-Cara-Penyusunan-Serta-Pengajuan-Rencana-Anggaran-dan-Penggunaan-Laba-Lembaga-Kliring-dan-Penjaminan/POJK%2023-2020.pdf,ojk-peraturan_ojk-23_pojk_04_2020-23042020-tata_cara_penyusunan_serta_pengajuan_rencana_anggaran_dan_penggunaan_laba_lembaga_kliring_dan_penjaminan.pdf,13
Tata Cara Penyusunan Serta Pengajuan Rencana Anggaran dan Penggunaan Laba Lembaga Penyimpanan dan Penyelesaian,https://www.ojk.go.id/id/regulasi/Pages/Tata-Cara-Penyusunan-Serta-Pengajuan-Rencana-Anggaran-dan-Penggunaan-Laba-Lembaga-Penyimpanan-dan-Penyelesaian.aspx,Pasar Modal,Lembaga Penyimpanan dan Penyelesaian,Peraturan OJK,22 /POJK.04/2020,23 April 2020,Tata-Cara-Penyusunan-Serta-Pengajuan-Rencana-Anggaran-dan-Penggunaan-Laba-Lembaga-Penyimpanan-dan-Penyelesaian -- POJK 22-2020.pdf,https://www.ojk.go.id/id/regulasi/Documents/Pages/Tata-Cara-Penyusunan-Serta-Pengajuan-Rencana-Anggaran-dan-Penggunaan-Laba-Lembaga-Penyimpanan-dan-Penyelesaian/POJK%2022-2020.pdf,ojk-peraturan_ojk-22_pojk_04_2020-23042020-tata_cara_penyusunan_serta_pengajuan_rencana_anggaran_dan_penggunaan_laba_lembaga_penyimpanan_dan_penyelesaian.pdf,14
Tata Cara Penyusunan Serta Pengajuan Rencana Anggaran dan Penggunaan Laba Bursa Efek,https://www.ojk.go.id/id/regulasi/Pages/Tata-Cara-Penyusunan-Serta-Pengajuan-Rencana-Anggaran-dan-Penggunaan-Laba-Bursa-Efek--.aspx,Pasar Modal,Bursa Efek,Peraturan OJK,21 /POJK.04/2020,23 April 2020,Tata-Cara-Penyusunan-Serta-Pengajuan-Rencana-Anggaran-dan-Penggunaan-Laba-Bursa-Efek-- -- POJK 21-2020.pdf,https://www.ojk.go.id/id/regulasi/Documents/Pages/Tata-Cara-Penyusunan-Serta-Pengajuan-Rencana-Anggaran-dan-Penggunaan-Laba-Bursa-Efek--/POJK%2021-2020.pdf,ojk-peraturan_ojk-21_pojk_04_2020-23042020-tata_cara_penyusunan_serta_pengajuan_rencana_anggaran_dan_penggunaan_laba_bursa_efek.pdf,15
Kontrak Perwaliamanatan Efek Bersifat Utang dan/atau Sukuk,https://www.ojk.go.id/id/regulasi/Pages/Kontrak-Perwaliamanatan-Efek-Bersifat-Utang-dan-atau-Sukuk--.aspx,Pasar Modal,Pasar Modal Syariah,Peraturan OJK,20 /POJK.04/2020,23 April 2020,Kontrak-Perwaliamanatan-Efek-Bersifat-Utang-dan-atau-Sukuk-- -- POJK 20-2020.pdf,https://www.ojk.go.id/id/regulasi/Documents/Pages/Kontrak-Perwaliamanatan-Efek-Bersifat-Utang-dan-atau-Sukuk--/POJK%2020-2020.pdf,ojk-peraturan_ojk-20_pojk_04_2020-23042020-kontrak_perwaliamanatan_efek_bersifat_utang_dan_atau_sukuk.pdf,48
Bank Umum yang Melakukan Kegiatan Sebagai Wali Amanat,https://www.ojk.go.id/id/regulasi/Pages/Bank-Umum-yang-Melakukan-Kegiatan-Sebagai-Wali-Amanat.aspx,Pasar Modal,Pasar Modal Syariah,Peraturan OJK,19 /POJK.04/2020,23 April 2020,Bank-Umum-yang-Melakukan-Kegiatan-Sebagai-Wali-Amanat -- POJK 19-2020.pdf,https://www.ojk.go.id/id/regulasi/Documents/Pages/Bank-Umum-yang-Melakukan-Kegiatan-Sebagai-Wali-Amanat/POJK%2019-2020.pdf,ojk-peraturan_ojk-19_pojk_04_2020-23042020-bank_umum_yang_melakukan_kegiatan_sebagai_wali_amanat.pdf,32
Saham Bonus,https://www.ojk.go.id/id/regulasi/Pages/Saham-Bonus.aspx,Pasar Modal,"Lembaga Penunjang Pasar Modal,  Profesi Penunjang Pasar Modal",Peraturan OJK,27 /POJK.04/2020,23 April 2020,Saham-Bonus -- POJK 27-2020.pdf,https://www.ojk.go.id/id/regulasi/Documents/Pages/Saham-Bonus/POJK%2027-2020.pdf,ojk-peraturan_ojk-27_pojk_04_2020-23042020-saham_bonus.pdf,13
Penawaran yang Bukan Merupakan Penawaran Umum,https://www.ojk.go.id/id/regulasi/Pages/Penawaran-yang-Bukan-Merupakan-Penawaran-Umum.aspx,Pasar Modal,Bursa Efek,Peraturan OJK,26 /POJK.04/2020,23 April 2020,Penawaran-yang-Bukan-Merupakan-Penawaran-Umum -- POJK 26-2020.pdf,https://www.ojk.go.id/id/regulasi/Documents/Pages/Penawaran-yang-Bukan-Merupakan-Penawaran-Umum/POJK%2026-2020.pdf,ojk-peraturan_ojk-26_pojk_04_2020-23042020-penawaran_yang_bukan_merupakan_penawaran_umum.pdf,7
Pedoman Bentuk dan Isi Prospektus dalam Rangka Penawaran Umum Reksa Dana,https://www.ojk.go.id/id/regulasi/Pages/Pedoman-Bentuk-dan-Isi-Prospektus-dalam-Rangka-Penawaran-Umum-Reksa-Dana-.aspx,Pasar Modal,Reksa Dana,Peraturan OJK,25 /POJK.04/2020,23 April 2020,Pedoman-Bentuk-dan-Isi-Prospektus-dalam-Rangka-Penawaran-Umum-Reksa-Dana- -- POJK 25-2020.pdf,https://www.ojk.go.id/id/regulasi/Documents/Pages/Pedoman-Bentuk-dan-Isi-Prospektus-dalam-Rangka-Penawaran-Umum-Reksa-Dana-/POJK%2025-2020.pdf,ojk-peraturan_ojk-25_pojk_04_2020-23042020-pedoman_bentuk_dan_isi_prospektus_dalam_rangka_penawaran_umum_reksa_dana.pdf,21
Perintah Tertulis untuk Penanganan Permasalahan Bank,https://www.ojk.go.id/id/regulasi/Pages/Perintah-Tertulis-untuk-Penanganan-Permasalahan-Bank.aspx,Perbankan,Bank Umum,Peraturan OJK,18 /POJK.03/2020,21 April 2020,Perintah-Tertulis-untuk-Penanganan-Permasalahan-Bank -- pojk 18-2020.pdf,https://www.ojk.go.id/id/regulasi/Documents/Pages/Perintah-Tertulis-untuk-Penanganan-Permasalahan-Bank/pojk%2018-2020.pdf,ojk-peraturan_ojk-18_pojk_03_2020-21042020-perintah_tertulis_untuk_penanganan_permasalahan_bank.pdf,18
Transaksi Material dan Perubahan Kegiatan Usaha,https://www.ojk.go.id/id/regulasi/Pages/Transaksi-Material-dan-Perubahan-Kegiatan-Usaha.aspx,Pasar Modal,Bursa Efek,Peraturan OJK,17/POJK.04/2020,20 April 2020,Transaksi-Material-dan-Perubahan-Kegiatan-Usaha -- pojk 17-2020.pdf,https://www.ojk.go.id/id/regulasi/Documents/Pages/Transaksi-Material-dan-Perubahan-Kegiatan-Usaha/pojk%2017-2020.pdf,ojk-peraturan_ojk-17_pojk_04_2020-20042020-transaksi_material_dan_perubahan_kegiatan_usaha.pdf,40
Pelaksanaan Rapat Umum Pemegang Saham Perusahaan Terbuka Secara Elektronik,https://www.ojk.go.id/id/regulasi/Pages/Pelaksanaan-Rapat-Umum-Pemegang-Saham-Perusahaan-Terbuka-Secara-Elektronik--.aspx,Pasar Modal,Bursa Efek,Peraturan OJK,16/POJK.04/2020,20 April 2020,Pelaksanaan-Rapat-Umum-Pemegang-Saham-Perusahaan-Terbuka-Secara-Elektronik-- -- pojk 16-2020.pdf,https://www.ojk.go.id/id/regulasi/Documents/Pages/Pelaksanaan-Rapat-Umum-Pemegang-Saham-Perusahaan-Terbuka-Secara-Elektronik--/pojk%2016-2020.pdf,ojk-peraturan_ojk-16_pojk_04_2020-20042020-pelaksanaan_rapat_umum_pemegang_saham_perusahaan_terbuka_secara_elektronik.pdf,21
Rencana dan Penyelenggaraan Rapat Umum Pemegang Saham Perusahaan Terbuka,https://www.ojk.go.id/id/regulasi/Pages/Rencana-dan-Penyelenggaraan-Rapat-Umum-Pemegang-Saham-Perusahaan-Terbuka-.aspx,Pasar Modal,Bursa Efek,Peraturan OJK,15/POJK.04/2020,20 April 2020,Rencana-dan-Penyelenggaraan-Rapat-Umum-Pemegang-Saham-Perusahaan-Terbuka- -- pojk 15-2020.pdf,https://www.ojk.go.id/id/regulasi/Documents/Pages/Rencana-dan-Penyelenggaraan-Rapat-Umum-Pemegang-Saham-Perusahaan-Terbuka-/pojk%2015-2020.pdf,ojk-peraturan_ojk-15_pojk_04_2020-20042020-rencana_dan_penyelenggaraan_rapat_umum_pemegang_saham_perusahaan_terbuka.pdf,54
